carat,cut,color,clarity,price,size
0.38,Premium,J,VVS2,778,62.87
0.42,Premium,E,SI2,778,69.23
0.32,Very Good,F,VVS2,778,53.36
0.32,Very Good,F,VVS2,778,52.73
0.31,Very Good,G,VVS1,778,52.0
0.33,Very Good,D,VS2,778,53.99
0.41,Very Good,H,SI1,778,70.04
0.31,Very Good,H,IF,778,51.72
0.31,Ideal,H,VVS2,778,51.72
0.31,Ideal,G,VVS1,778,52.92
0.31,Ideal,G,VVS1,778,51.37
0.43,Ideal,H,VS2,778,71.71
0.38,Ideal,G,VS2,778,63.75
0.35,Ideal,I,IF,778,58.28
0.38,Premium,I,VS1,778,62.03
0.39,Premium,E,SI2,778,64.21
0.3,Ideal,E,VS1,778,49.32
0.44,Premium,E,SI1,778,71.71
0.31,Very Good,F,VVS1,779,50.95
0.32,Ideal,E,VVS2,779,52.39
0.32,Ideal,E,VVS2,779,53.85
0.32,Ideal,E,VVS2,779,53.95
0.3,Ideal,E,VVS2,779,49.78
0.3,Ideal,E,VVS2,779,49.94
0.3,Ideal,E,VVS2,779,49.97
0.32,Ideal,E,VVS2,779,53.5
0.31,Ideal,D,VVS2,779,50.78
0.32,Ideal,G,VVS1,779,53.51
0.32,Ideal,G,VVS1,779,52.78
0.31,Ideal,F,VVS1,779,51.07
0.31,Good,F,VS1,779,50.31
0.37,Very Good,E,VVS2,779,61.75
0.41,Very Good,D,VS2,779,67.09
0.36,Very Good,D,VS2,780,57.03
0.43,Ideal,I,VS2,780,70.66
0.34,Ideal,D,VS1,780,56.47
0.32,Ideal,D,VS1,780,52.4
0.35,Ideal,D,SI1,780,58.09
0.35,Ideal,D,SI1,780,58.27
0.3,Good,F,IF,780,49.19
0.28,Premium,E,VVS2,780,47.51
0.28,Ideal,D,VVS1,780,46.19
0.33,Premium,I,VVS1,780,53.65
0.33,Premium,I,VVS1,780,54.01
0.33,Premium,I,VVS1,780,53.24
0.33,Premium,D,SI1,780,54.19
0.33,Premium,D,SI1,780,54.11
0.33,Ideal,D,SI1,780,54.48
0.33,Ideal,D,SI1,780,54.06
0.33,Premium,D,SI1,780,53.87
0.33,Ideal,D,SI1,780,53.87
0.33,Ideal,D,SI1,780,54.11
0.33,Premium,D,SI1,780,53.26
0.33,Ideal,D,SI1,780,54.04
0.33,Ideal,D,SI1,780,54.56
0.33,Premium,D,SI1,780,52.71
0.32,Ideal,E,VS2,780,53.38
0.32,Good,E,VS2,780,54.18
0.36,Very Good,F,VS1,781,61.14
0.32,Ideal,F,VS2,781,53.94
0.32,Ideal,F,VS2,781,53.38
0.33,Ideal,D,VS2,781,55.1
0.33,Ideal,D,VS2,781,54.53
0.33,Ideal,D,VS2,781,55.02
0.33,Premium,D,VS2,781,54.59
0.33,Very Good,D,VS2,781,55.12
0.33,Very Good,E,VS1,781,54.14
0.33,Ideal,D,VS2,781,54.16
0.33,Ideal,E,VS1,781,54.83
0.33,Ideal,D,VS2,781,54.91
0.33,Ideal,D,VS2,781,55.47
0.33,Premium,E,VS1,781,54.35
0.33,Ideal,D,VS2,781,54.73
0.33,Ideal,D,VS2,781,53.68
0.33,Ideal,D,VS2,781,53.33
0.33,Premium,E,VS1,781,53.57
0.33,Ideal,D,VS2,781,54.36
0.33,Ideal,E,VS1,781,54.88
0.33,Ideal,D,VS2,781,54.59
0.33,Ideal,E,VS1,781,53.68
0.33,Premium,E,VS1,781,53.82
0.33,Ideal,D,VS2,781,54.33
0.33,Ideal,E,VS1,781,53.99
0.33,Ideal,D,VS2,781,54.79
0.33,Ideal,E,VS1,781,55.98
0.33,Ideal,D,VS2,781,54.53
0.33,Ideal,D,VS2,781,54.93
0.33,Ideal,D,VS2,781,53.77
0.33,Premium,D,VS2,781,53.06
0.33,Ideal,D,VS2,781,54.53
0.36,Ideal,D,VS1,781,58.64
0.4,Very Good,I,VVS2,782,64.49
0.35,Ideal,F,VS1,782,58.51
0.36,Ideal,E,VS1,782,59.85
0.47,Ideal,H,SI2,782,78.0
0.47,Ideal,H,SI2,782,78.68
0.3,Very Good,F,VVS1,783,50.36
0.36,Ideal,H,VVS1,783,60.31
0.25,Ideal,E,VVS1,783,42.76
0.43,Ideal,H,SI1,783,71.09
0.32,Ideal,H,IF,783,52.66
0.4,Good,G,VS1,783,65.83
0.39,Very Good,H,VVS2,784,64.09
0.37,Very Good,E,VS1,784,60.57
0.34,Very Good,E,VS1,784,56.57
0.42,Very Good,D,SI1,784,69.55
0.34,Ideal,F,VVS2,784,56.42
0.47,Ideal,G,SI2,784,76.35
0.47,Ideal,G,SI2,784,77.28
0.4,Good,F,VS2,784,65.64
0.41,Good,J,VS2,784,65.93
0.41,Premium,J,VS2,784,64.91
0.41,Very Good,J,VS2,784,66.47
0.41,Good,I,SI1,784,65.63
0.41,Very Good,G,SI2,784,66.47
0.41,Good,G,SI2,784,66.83
0.41,Premium,G,SI2,784,66.8
0.41,Premium,F,SI2,784,67.79
0.41,Ideal,I,VVS1,785,68.09
0.44,Very Good,G,SI1,786,73.71
0.3,Ideal,E,VVS2,786,49.61
0.36,Ideal,F,VS2,786,60.02
0.31,Ideal,G,IF,786,52.2
0.31,Premium,H,VVS1,786,50.48
0.31,Good,H,VVS1,786,51.2
0.32,Ideal,F,VVS2,786,52.63
0.4,Good,D,VS2,786,65.55
0.32,Ideal,G,VVS1,786,52.66
0.32,Ideal,F,VVS2,786,53.85
0.32,Ideal,F,VVS2,786,51.87
0.32,Very Good,F,VVS2,786,52.11
0.32,Ideal,F,VVS2,786,52.85
0.4,Good,D,VS2,786,64.83
0.4,Very Good,F,VS1,786,65.0
0.28,Very Good,F,IF,787,46.89
0.39,Ideal,I,VVS2,787,63.6
0.28,Ideal,F,VVS2,787,46.9
0.28,Ideal,F,VVS2,787,45.86
0.28,Ideal,F,VVS2,787,46.01
0.28,Ideal,F,VVS2,787,46.95
0.28,Ideal,F,VVS2,787,46.9
0.28,Ideal,E,VVS2,787,47.52
0.28,Ideal,E,VVS1,787,47.85
0.28,Ideal,E,VVS1,787,46.96
0.39,Ideal,G,VS2,787,63.38
0.38,Ideal,D,VS2,787,61.94
0.34,Ideal,D,VS1,787,54.87
0.47,Ideal,H,SI1,787,78.96
0.28,Ideal,F,IF,787,45.89
0.28,Ideal,F,IF,787,46.63
0.28,Ideal,F,IF,787,45.58
0.41,Ideal,H,SI2,787,67.54
0.41,Ideal,H,SI2,787,68.07
0.46,Good,F,SI2,787,73.3
0.3,Premium,G,VS1,787,49.2
0.37,Premium,G,VVS2,787,59.78
0.33,Very Good,H,IF,787,53.75
0.33,Very Good,H,IF,787,54.01
0.3,Good,D,VVS2,787,49.41
0.39,Very Good,G,VS2,787,63.19
0.39,Good,G,VS2,787,62.81
0.39,Very Good,H,VS1,787,62.67
0.39,Premium,G,VS2,787,63.75
0.39,Good,G,VS2,787,63.79
0.39,Very Good,I,VVS2,787,63.35
0.39,Very Good,G,VS2,787,62.12
0.39,Premium,G,VS2,787,63.46
0.39,Good,G,VS2,787,63.1
0.41,Very Good,H,VS1,788,68.48
0.42,Very Good,F,SI1,788,68.75
0.41,Ideal,I,VVS2,788,67.68
0.39,Ideal,H,VS2,788,63.7
0.41,Ideal,G,SI1,788,68.53
0.35,Ideal,H,VS1,788,58.38
0.35,Ideal,I,VVS2,788,57.15
0.35,Premium,H,VS1,788,57.89
0.35,Premium,H,VS1,788,56.07
0.35,Premium,H,VS1,788,57.23
0.35,Premium,H,VS1,788,57.0
0.35,Ideal,E,SI1,788,57.34
0.35,Premium,E,SI1,788,56.43
0.35,Ideal,E,SI1,788,57.68
0.35,Premium,E,SI1,788,58.01
0.35,Ideal,E,SI1,788,58.46
0.35,Premium,E,SI1,788,57.01
0.35,Ideal,E,SI1,788,57.3
0.35,Premium,E,SI1,788,56.89
0.35,Premium,E,SI1,788,56.84
0.35,Premium,E,SI1,788,56.98
0.35,Premium,E,SI1,788,57.31
0.35,Premium,E,SI1,788,56.62
0.3,Premium,E,VS2,788,47.42
0.35,Very Good,H,VS1,788,57.47
0.35,Ideal,F,VS1,788,57.03
0.39,Good,F,VS2,788,63.43
0.31,Premium,D,VS1,788,51.69
0.31,Ideal,E,VVS2,789,51.49
0.31,Ideal,G,VVS1,789,52.43
0.31,Ideal,G,VVS1,789,51.63
0.31,Ideal,G,VVS1,789,52.58
0.31,Ideal,G,VVS1,789,52.3
0.31,Ideal,G,VVS1,789,51.84
0.31,Ideal,G,VVS1,789,52.66
0.31,Ideal,G,VVS1,789,52.13
0.31,Ideal,G,VVS1,789,52.66
0.31,Ideal,G,VVS1,789,52.49
0.31,Ideal,G,VVS1,789,51.4
0.31,Ideal,G,VVS1,789,52.42
0.31,Ideal,G,VVS1,789,50.76
0.31,Ideal,G,VVS1,789,52.54
0.31,Ideal,G,VVS1,789,52.54
0.31,Ideal,G,VVS1,789,51.59
0.31,Ideal,G,VVS1,789,51.33
0.31,Ideal,G,VVS1,789,51.21
0.31,Ideal,G,VVS1,789,52.46
0.31,Ideal,G,VVS1,789,50.97
0.31,Ideal,G,VVS1,789,51.75
0.31,Ideal,G,VVS1,789,50.71
0.31,Ideal,G,VVS1,789,51.65
0.31,Ideal,G,VVS1,789,51.68
0.31,Ideal,G,VVS1,789,52.45
0.31,Ideal,G,VVS1,789,51.22
0.31,Ideal,G,VVS1,789,51.49
0.31,Ideal,G,VVS1,789,52.18
0.38,Ideal,F,VS2,789,63.11
0.43,Ideal,I,VS1,789,72.54
0.43,Ideal,G,SI1,789,69.49
0.31,Ideal,H,IF,789,51.84
0.31,Ideal,H,IF,789,52.27
0.31,Ideal,H,IF,789,52.39
0.31,Ideal,H,IF,789,50.36
0.31,Ideal,H,IF,789,52.42
0.31,Ideal,H,IF,789,50.74
0.31,Ideal,H,IF,789,51.41
0.31,Ideal,H,IF,789,52.61
0.31,Ideal,H,IF,789,52.61
0.36,Very Good,E,VS2,789,58.48
0.3,Premium,G,VVS1,789,49.3
0.3,Premium,E,VVS2,789,49.27
0.3,Ideal,E,VVS2,789,50.76
0.3,Ideal,E,VVS2,789,49.11
0.3,Ideal,G,VVS1,789,48.57
0.36,Very Good,E,VS2,789,59.31
0.3,Ideal,H,IF,789,50.38
0.3,Ideal,E,VVS2,789,49.94
0.3,Very Good,G,VVS1,789,49.39
0.3,Very Good,E,VVS2,789,47.66
0.36,Ideal,F,VS1,789,59.23
0.3,Very Good,G,VVS1,789,47.93
0.3,Ideal,H,IF,789,49.76
0.3,Ideal,G,VVS1,789,49.55
0.3,Good,G,VVS1,789,49.64
0.3,Ideal,E,VVS2,789,48.88
0.3,Ideal,G,VVS1,789,50.13
0.3,Ideal,G,VVS1,789,49.45
0.3,Ideal,E,VVS2,789,49.18
0.3,Very Good,G,VVS1,789,49.28
0.3,Very Good,E,VVS2,789,48.03
0.36,Very Good,E,VS2,789,57.87
0.3,Premium,G,VVS1,789,49.65
0.3,Premium,G,VVS1,789,49.96
0.36,Ideal,F,VS1,789,58.67
0.36,Ideal,F,VS1,789,60.2
0.3,Very Good,E,VVS2,789,49.04
0.3,Ideal,G,VVS1,789,50.2
0.26,Very Good,F,VS1,453,43.11
0.26,Very Good,F,VS1,453,43.23
0.26,Very Good,E,VS1,453,41.72
0.26,Very Good,E,VS1,453,41.96
0.31,Ideal,J,VVS2,453,52.06
0.31,Ideal,J,VVS2,453,52.11
0.26,Ideal,F,VS2,453,42.49
0.33,Ideal,G,SI1,453,55.59
0.28,Ideal,F,SI1,453,46.84
0.26,Good,F,VS1,453,43.73
0.31,Premium,J,SI1,453,50.95
0.31,Premium,J,SI1,453,51.4
0.3,Ideal,H,VS2,454,49.0
0.3,Ideal,H,VS2,454,50.41
0.3,Ideal,I,VS1,454,48.7
0.25,Ideal,G,VS1,454,40.83
0.25,Ideal,G,VS1,454,40.36
0.34,Ideal,E,SI2,454,57.03
0.34,Ideal,E,SI2,454,56.01
0.34,Ideal,E,SI2,454,56.34
0.32,Ideal,D,SI2,454,52.78
0.37,Premium,J,VS2,454,61.59
0.37,Premium,J,VS2,454,60.06
0.35,Good,E,SI2,454,57.14
0.25,Very Good,I,VVS2,455,41.68
0.28,Ideal,G,SI1,455,46.85
0.26,Ideal,F,VS2,456,42.97
0.26,Ideal,F,VS2,456,43.24
0.33,Ideal,J,VS1,456,54.9
0.26,Ideal,G,VS1,456,43.45
0.36,Very Good,E,VS2,789,58.15
0.3,Very Good,G,VVS1,789,48.84
0.36,Ideal,E,VS2,789,58.54
0.36,Premium,F,VS1,789,58.91
0.36,Ideal,E,VS2,789,59.98
0.3,Ideal,G,VVS1,789,49.41
0.3,Premium,G,VVS1,789,49.09
0.36,Premium,E,VS2,789,59.08
0.3,Good,G,VVS1,789,48.77
0.3,Good,G,VVS1,789,48.88
0.3,Premium,H,IF,789,48.71
0.36,Premium,E,VS2,789,58.35
0.36,Very Good,E,VS2,789,57.6
0.3,Very Good,G,VVS1,789,48.91
0.36,Ideal,E,VS2,789,58.84
0.3,Good,G,VVS1,789,48.18
0.3,Premium,E,VVS2,789,48.7
0.3,Good,G,VVS1,789,49.99
0.36,Ideal,E,VS2,789,60.09
0.3,Ideal,E,VVS2,789,49.87
0.3,Ideal,E,VVS2,789,50.48
0.36,Premium,E,VS2,789,59.2
0.3,Ideal,G,VVS1,789,50.27
0.36,Very Good,E,VS2,789,57.77
0.3,Very Good,H,IF,789,49.16
0.36,Ideal,E,VS2,789,60.06
0.3,Ideal,E,VVS2,789,49.83
0.3,Very Good,G,VVS1,789,49.07
0.36,Premium,E,VS2,789,58.04
0.3,Good,G,VVS1,789,50.06
0.3,Very Good,G,VVS1,789,49.37
0.3,Very Good,E,VVS2,789,47.66
0.3,Ideal,H,IF,789,49.3
0.3,Ideal,G,VVS1,789,49.14
0.3,Very Good,G,VVS1,789,49.54
0.3,Ideal,H,IF,789,48.84
0.36,Ideal,E,VS2,789,59.23
0.3,Very Good,E,VVS2,789,49.07
0.36,Ideal,E,VS2,789,58.51
0.36,Ideal,E,VS2,789,59.93
0.3,Premium,E,VVS2,789,48.25
0.3,Ideal,E,VVS2,789,49.07
0.31,Premium,E,VVS1,789,49.83
0.31,Premium,E,VVS1,789,50.01
0.36,Ideal,E,VS2,789,59.93
0.3,Premium,G,VVS1,789,49.95
0.36,Very Good,E,VS2,789,58.15
0.3,Good,G,VVS1,789,48.93
0.3,Premium,E,VVS2,789,49.87
0.36,Premium,E,VS2,789,58.38
0.3,Premium,G,VVS1,789,48.36
0.3,Ideal,G,VVS1,789,50.06
0.3,Very Good,F,VVS1,790,50.03
0.39,Very Good,G,VS1,790,64.25
0.35,Very Good,E,VS1,790,58.32
0.32,Ideal,E,VVS2,790,53.7
0.32,Ideal,E,VVS2,790,53.53
0.4,Ideal,I,VVS1,790,65.38
0.4,Ideal,I,VVS1,790,66.03
0.3,Ideal,F,VVS1,790,48.39
0.4,Ideal,F,VS2,790,65.58
0.35,Ideal,D,VS2,790,58.07
0.34,Ideal,E,VS1,790,56.72
0.34,Ideal,E,VS1,790,56.55
0.32,Ideal,D,VS1,790,53.72
0.45,Ideal,H,SI1,790,75.49
0.43,Ideal,G,SI1,790,70.24
0.3,Fair,G,VVS1,790,49.41
0.39,Very Good,J,VS1,790,62.4
0.39,Very Good,J,VS1,790,63.84
0.39,Premium,J,VS1,790,62.77
0.39,Premium,J,VS1,790,63.57
0.3,Ideal,D,VS2,790,49.97
0.3,Ideal,D,VS2,790,49.55
0.32,Ideal,D,VVS2,790,52.78
0.32,Ideal,D,VVS2,790,52.61
0.42,Very Good,F,VS2,790,68.97
0.32,Very Good,D,VVS2,791,52.08
0.42,Very Good,I,VS1,791,68.92
0.4,Very Good,E,VS2,791,65.63
0.4,Very Good,E,VS2,791,62.73
0.4,Very Good,E,VS2,791,66.03
0.4,Very Good,G,VS1,791,66.76
0.31,Ideal,E,VVS2,791,51.92
0.31,Ideal,E,VVS2,791,51.61
0.31,Ideal,E,VVS2,791,51.04
0.31,Ideal,E,VVS2,791,51.18
0.31,Ideal,E,VVS2,791,52.3
0.31,Ideal,E,VVS2,791,52.42
0.38,Ideal,I,VVS1,791,63.7
0.37,Premium,F,SI1,791,59.99
0.37,Premium,F,SI1,791,60.28
0.37,Premium,F,SI1,791,58.66
0.37,Premium,F,SI1,791,61.71
0.37,Premium,F,SI1,791,60.25
0.37,Premium,F,SI1,791,60.01
0.37,Ideal,F,SI1,791,61.34
0.41,Ideal,D,SI1,791,67.52
0.41,Ideal,D,SI1,791,67.38
0.41,Premium,D,SI1,791,66.56
0.41,Ideal,D,SI1,791,68.09
0.41,Ideal,D,SI1,791,68.4
0.41,Ideal,D,SI1,791,67.54
0.41,Good,D,SI1,791,65.75
0.41,Ideal,D,SI1,791,67.68
0.41,Ideal,D,SI1,791,67.31
0.41,Premium,D,SI1,791,66.21
0.41,Ideal,D,SI1,791,65.77
0.41,Very Good,D,SI1,791,66.31
0.41,Ideal,D,SI1,791,67.0
0.41,Premium,D,SI1,791,66.67
0.41,Ideal,D,SI1,791,68.07
0.41,Premium,D,SI1,791,67.33
0.41,Premium,D,SI1,791,66.54
0.32,Very Good,E,VS1,792,53.42
0.35,Very Good,D,VS1,792,58.58
0.4,Ideal,G,VS2,792,66.36
0.4,Ideal,G,VS2,792,66.78
0.4,Ideal,G,VS2,792,66.64
0.33,Ideal,E,VS2,792,54.7
0.4,Ideal,H,VS1,792,66.44
0.33,Ideal,E,VS2,792,54.48
0.41,Premium,D,VS2,792,66.87
0.43,Ideal,F,SI1,792,70.71
0.43,Ideal,E,SI1,792,71.3
0.43,Premium,E,SI1,792,71.5
0.43,Ideal,F,SI1,792,71.68
0.43,Ideal,F,SI1,792,69.14
0.43,Very Good,F,SI1,792,70.07
0.43,Premium,F,SI1,792,69.44
0.43,Very Good,F,SI1,792,70.25
0.43,Premium,F,SI1,792,68.83
0.43,Very Good,F,SI1,792,69.26
0.43,Premium,F,SI1,792,69.72
0.43,Very Good,F,SI1,792,68.92
0.43,Very Good,H,VS2,792,71.76
0.43,Very Good,F,SI1,792,70.6
0.43,Very Good,E,SI1,792,70.25
0.43,Very Good,F,SI1,792,70.33
0.43,Ideal,E,SI1,792,68.89
0.43,Very Good,E,SI1,792,69.41
0.39,Very Good,E,VS2,793,65.07
0.32,Premium,F,VVS2,793,52.66
0.36,Very Good,D,VS1,793,58.61
0.4,Premium,H,VS1,793,65.33
0.4,Premium,H,VS1,793,65.94
0.39,Very Good,E,VS2,794,63.41
0.39,Ideal,H,VVS2,794,64.01
0.38,Ideal,H,VVS2,794,63.7
0.36,Ideal,G,VVS2,794,59.88
0.36,Ideal,G,VVS2,794,60.09
0.36,Ideal,G,VVS2,794,60.22
0.36,Ideal,H,VVS1,794,59.28
0.36,Ideal,H,VVS1,794,60.7
0.38,Ideal,G,VS1,794,63.21
0.3,Ideal,G,IF,794,49.85
0.36,Ideal,D,SI1,794,59.16
0.36,Very Good,D,SI1,794,59.15
0.36,Ideal,D,SI1,794,58.15
0.45,Fair,F,SI1,794,70.08
0.45,Fair,F,SI1,794,73.62
0.37,Premium,D,VS2,794,61.85
0.33,Very Good,G,VVS1,795,55.12
0.33,Very Good,G,VVS1,795,52.94
0.33,Very Good,G,VVS1,795,54.9
0.44,Very Good,I,VS2,795,71.95
0.34,Very Good,F,VS1,795,55.11
0.33,Very Good,H,IF,795,54.82
0.35,Ideal,F,VVS2,795,56.67
0.35,Ideal,F,VVS2,795,59.1
0.3,Ideal,E,VS2,795,50.9
0.3,Ideal,E,VS2,795,49.87
0.3,Ideal,G,VS1,795,50.36
0.3,Ideal,F,VS1,795,50.48
0.43,Ideal,G,SI1,795,71.39
0.43,Ideal,G,SI1,795,70.95
0.41,Premium,D,SI2,795,65.85
0.4,Very Good,G,SI1,795,64.72
0.32,Ideal,G,VVS1,796,52.73
0.32,Ideal,G,VVS1,796,52.94
0.32,Ideal,G,VVS1,796,54.55
0.38,Ideal,F,VS2,796,62.89
0.39,Ideal,E,VS2,796,64.11
0.32,Ideal,H,IF,796,53.02
0.27,Ideal,F,IF,796,44.97
0.3,Good,F,IF,796,49.08
0.3,Premium,H,VVS1,796,50.49
0.43,Premium,D,SI1,796,69.26
0.41,Very Good,J,VS1,797,64.97
0.33,Premium,G,VS1,797,55.32
0.33,Premium,G,VS1,797,54.82
0.32,Very Good,F,VS1,798,53.43
0.4,Very Good,F,SI1,798,65.97
0.42,Very Good,G,SI1,798,69.75
0.31,Ideal,G,VVS1,798,51.93
0.37,Ideal,G,VS1,798,61.8
0.4,Fair,G,VS1,798,66.71
0.4,Very Good,E,SI2,798,65.89
0.4,Premium,E,SI2,798,64.97
0.4,Good,E,SI2,798,66.21
0.4,Very Good,E,SI2,798,65.69
0.4,Good,E,SI2,798,65.49
0.4,Ideal,D,SI2,798,65.52
0.4,Very Good,D,SI2,798,67.04
0.4,Good,D,SI2,798,66.92
0.4,Premium,D,SI2,798,63.98
0.4,Good,D,SI2,798,66.13
0.4,Very Good,D,SI2,798,63.84
0.4,Very Good,D,SI2,798,65.19
0.35,Ideal,G,VVS2,798,57.81
0.35,Premium,H,VVS1,798,57.94
0.35,Ideal,H,VVS1,798,57.38
0.35,Very Good,G,VVS2,798,56.9
0.35,Ideal,G,VVS2,798,56.25
0.42,Ideal,G,VVS2,798,68.94
0.35,Ideal,H,VVS1,798,57.87
0.35,Very Good,H,VVS1,798,55.5
0.35,Premium,H,VVS1,798,56.68
0.35,Premium,H,VVS1,798,56.72
0.35,Very Good,G,VVS2,798,55.7
0.35,Very Good,G,VVS2,798,57.28
0.35,Very Good,H,VVS1,798,56.72
0.35,Ideal,H,VVS1,798,57.71
0.35,Premium,H,VVS1,798,56.24
0.39,Very Good,G,VS1,798,63.41
0.42,Ideal,G,SI1,799,70.13
0.27,Premium,E,VVS2,799,45.44
0.27,Ideal,E,VVS2,799,44.33
0.27,Ideal,E,VVS2,799,44.05
0.27,Premium,E,VVS1,799,44.59
0.27,Ideal,E,VVS2,799,43.88
0.27,Ideal,E,VVS2,799,44.35
0.27,Ideal,E,VVS2,799,43.67
0.27,Ideal,E,VVS2,799,43.52
0.27,Ideal,E,VVS1,799,44.82
0.27,Ideal,D,VVS2,799,44.39
0.27,Ideal,D,VVS1,799,44.76
0.27,Premium,D,VVS2,799,42.86
0.27,Ideal,D,VVS2,799,44.22
0.27,Ideal,D,VVS1,799,43.94
0.3,Fair,E,VS1,799,48.85
0.3,Premium,F,VS1,799,49.19
0.3,Ideal,G,IF,799,49.97
0.41,Very Good,G,VS2,800,67.31
0.32,Ideal,F,VVS2,800,52.18
0.32,Ideal,F,VVS2,800,53.18
0.32,Ideal,F,VVS2,800,53.66
0.32,Ideal,F,VVS2,800,53.74
0.38,Ideal,I,VVS1,800,62.7
0.4,Ideal,H,VS2,800,64.97
0.36,Ideal,D,VS2,800,59.96
0.31,Ideal,E,VS1,800,51.44
0.31,Ideal,E,VS1,800,51.68
0.31,Ideal,E,VS1,800,52.63
0.43,Ideal,G,SI2,800,72.32
0.38,Ideal,F,VS2,800,62.14
0.38,Very Good,F,VS2,800,63.04
0.38,Premium,F,VS2,800,62.6
0.38,Ideal,G,VS1,800,61.2
0.38,Very Good,F,VS2,800,61.66
0.38,Ideal,F,VS2,800,62.0
0.38,Very Good,F,VS2,800,61.15
0.4,Premium,E,VS1,800,65.74
0.38,Ideal,F,VS2,800,61.13
0.33,Very Good,F,VVS2,801,54.26
0.33,Very Good,F,VVS2,801,54.3
0.41,Very Good,F,SI1,801,66.5
0.41,Ideal,G,VS2,801,66.9
0.36,Ideal,E,VS2,801,59.15
0.36,Ideal,D,SI1,801,59.75
0.32,Good,E,VVS1,801,52.83
0.32,Good,E,VS2,801,53.9
0.31,Premium,F,VVS1,801,53.35
0.31,Ideal,F,VVS1,801,52.54
0.31,Ideal,G,IF,801,51.75
0.31,Ideal,E,VVS1,801,51.71
0.33,Ideal,E,VVS2,802,55.19
0.33,Ideal,E,VVS2,802,54.67
0.3,Ideal,D,VVS2,802,51.61
0.33,Ideal,G,VVS1,802,55.02
0.33,Ideal,G,VVS1,802,55.2
0.32,Ideal,G,VVS1,802,53.41
0.3,Ideal,F,VVS1,802,50.9
0.3,Ideal,F,VVS1,802,50.01
0.3,Ideal,F,VVS1,802,50.62
0.3,Ideal,F,VVS1,802,50.22
0.3,Ideal,F,VVS1,802,50.43
0.3,Ideal,F,VVS1,802,49.6
0.3,Ideal,F,VVS1,802,50.07
0.34,Ideal,D,VS2,802,56.62
0.39,Ideal,G,VS1,802,65.83
0.31,Premium,F,VS2,802,50.76
0.31,Ideal,F,VS2,802,51.09
0.31,Premium,F,VS2,802,51.03
0.31,Premium,F,VS2,802,52.2
0.31,Ideal,G,VS1,802,51.18
0.31,Premium,H,VVS2,802,51.41
0.31,Ideal,H,VVS2,802,50.95
0.31,Premium,H,VVS2,802,51.06
0.31,Ideal,H,VVS2,802,51.82
0.26,Ideal,G,VS1,456,43.53
0.32,Ideal,E,SI2,456,53.5
0.33,Ideal,I,SI1,456,55.79
0.3,Good,G,VS2,456,49.29
0.25,Very Good,G,VVS1,457,40.65
0.34,Very Good,I,VS2,457,55.64
0.3,Very Good,H,VS2,457,48.57
0.3,Ideal,H,VS2,457,49.9
0.3,Ideal,H,VS2,457,48.95
0.3,Ideal,I,VS1,457,50.2
0.3,Ideal,I,VS1,457,50.39
0.3,Ideal,I,VS1,457,48.43
0.31,Ideal,H,SI1,457,50.52
0.31,Good,I,VS1,457,50.43
0.31,Very Good,H,VS2,457,51.77
0.23,Very Good,E,VVS2,458,38.01
0.23,Very Good,D,VVS2,458,38.28
0.23,Very Good,D,VVS1,458,38.33
0.28,Very Good,D,VS1,458,46.31
0.23,Good,F,VVS1,458,38.99
0.23,Good,E,VVS1,458,37.64
0.28,Good,E,VS1,458,45.62
0.31,Very Good,F,SI1,459,52.55
0.27,Ideal,I,VVS2,459,45.54
0.36,Ideal,J,VS2,459,60.49
0.27,Ideal,G,VS2,459,45.51
0.25,Ideal,G,VS2,459,41.99
0.25,Ideal,G,VS2,459,41.37
0.32,Ideal,G,SI2,459,53.02
0.34,Very Good,I,SI1,459,56.93
0.31,Ideal,H,VVS2,802,51.4
0.31,Ideal,H,VVS2,802,51.59
0.31,Premium,H,VVS2,802,50.18
0.31,Premium,H,VVS2,802,50.75
0.31,Ideal,H,VVS2,802,51.71
0.31,Premium,H,VVS2,802,50.78
0.31,Ideal,H,VVS2,802,50.9
0.31,Ideal,H,VVS2,802,50.33
0.31,Ideal,H,VVS2,802,51.35
0.31,Premium,H,VVS2,802,50.41
0.31,Ideal,H,VVS2,802,51.04
0.31,Ideal,H,VVS2,802,51.04
0.31,Ideal,H,VVS2,802,50.86
0.31,Premium,H,VVS2,802,49.99
0.31,Premium,H,VVS2,802,50.74
0.31,Premium,H,VVS2,802,50.62
0.31,Good,H,VVS2,802,50.66
0.31,Good,H,VVS2,802,50.78
0.31,Very Good,H,VVS2,802,50.59
0.31,Premium,H,VVS2,802,50.15
0.31,Ideal,H,VVS2,802,50.46
0.31,Premium,H,VVS2,802,49.71
0.31,Premium,H,VVS2,802,49.44
0.31,Premium,H,VVS2,802,49.62
0.31,Premium,G,VS1,802,51.92
0.31,Ideal,G,VS1,802,52.7
0.31,Ideal,G,VS1,802,52.31
0.31,Premium,G,VS1,802,51.41
0.31,Ideal,G,VS1,802,51.06
0.31,Premium,G,VS1,802,49.54
0.31,Premium,G,VS1,802,50.76
0.31,Ideal,G,VS1,802,51.04
0.31,Ideal,G,VS1,802,50.97
0.31,Ideal,G,VS1,802,51.09
0.31,Ideal,G,VS1,802,51.59
0.31,Premium,G,VS1,802,50.62
0.31,Premium,G,VS1,802,50.36
0.31,Premium,G,VS1,802,50.86
0.31,Premium,G,VS1,802,49.73
0.31,Premium,G,VS1,802,50.43
